img_aug00.jpg 312.1,723.9,392.4,740.8,0.0 311.3,744.8,427.0,760.1,1.0 311.3,765.7,427.8,780.2,2.0 311.3,785.0,380.4,797.8,3.0 310.5,807.5,496.9,825.2,4.0 311.3,830.0,480.8,854.1,8.0 684.0,864.5,754.7,879.8,6.0 684.0,885.4,757.1,902.3,7.0 403.7,226.7,504.1,239.5,10.0 579.6,718.3,658.3,735.2,5.0
img_aug01.jpg 288.4,783.7,376.3,802.2,0.0 287.6,806.6,414.0,823.3,1.0 287.6,829.4,414.9,845.2,2.0 287.6,850.5,363.1,864.5,3.0 286.7,875.1,490.4,894.4,4.0 287.6,899.7,472.9,926.0,8.0 695.1,937.4,772.4,954.1,6.0 695.1,960.3,775.0,978.7,7.0 388.6,240.1,498.3,254.1,10.0 580.9,777.6,667.0,796.0,5.0
img_aug02.jpg 230.0,736.9,322.8,756.4,0.0 229.1,761.1,362.7,778.7,1.0 229.1,785.2,363.7,801.9,2.0 229.1,807.5,308.9,822.3,3.0 228.1,833.5,443.5,853.9,4.0 229.1,859.5,424.9,887.3,8.0 659.8,899.4,741.5,917.0,6.0 659.8,923.5,744.3,943.0,7.0 335.8,162.3,451.8,177.2,10.0 539.1,730.4,630.1,749.9,5.0
img_aug03.jpg 239.2,781.9,320.0,798.8,0.0 238.4,802.9,354.7,818.2,1.0 238.4,823.9,355.5,838.4,2.0 238.4,843.2,307.9,856.2,3.0 237.6,865.9,425.0,883.6,4.0 238.4,888.5,408.8,912.7,8.0 613.1,923.2,684.2,938.5,6.0 613.1,944.2,686.6,961.1,7.0 331.3,282.0,432.2,295.0,10.0 508.1,776.2,587.3,793.2,5.0
img_aug04.jpg 196.1,770.8,295.1,791.6,0.0 195.1,796.5,337.7,815.3,1.0 195.1,822.2,338.6,840.1,2.0 195.1,846.0,280.2,861.8,3.0 194.1,873.7,423.8,895.5,4.0 195.1,901.4,404.0,931.1,8.0 654.5,944.0,741.6,962.8,6.0 654.5,969.8,744.6,990.5,7.0 309.0,158.0,432.7,173.8,10.0 525.8,763.8,622.8,784.6,5.0
img_aug05.jpg 310.3,812.9,398.2,831.4,0.0 309.4,835.8,436.0,852.5,1.0 309.4,858.6,436.9,874.5,2.0 309.4,879.7,385.0,893.8,3.0 308.5,904.4,512.5,923.7,4.0 309.4,929.0,494.9,955.4,8.0 717.3,966.8,794.7,983.5,6.0 717.3,989.6,797.3,1008.1,7.0 410.5,268.7,520.4,282.8,10.0 603.0,806.8,689.2,825.2,5.0
img_aug06.jpg 245.3,758.9,339.9,778.7,0.0 244.4,783.5,380.6,801.4,1.0 244.4,808.0,381.5,825.1,2.0 244.4,830.7,325.7,845.9,3.0 243.4,857.2,462.9,878.0,4.0 244.4,883.7,443.9,912.1,8.0 683.2,924.4,766.5,942.4,6.0 683.2,949.0,769.3,968.8,7.0 353.1,173.4,471.4,188.5,10.0 560.3,752.2,653.0,772.1,5.0
img_aug07.jpg 204.8,799.4,292.4,817.8,0.0 203.9,822.2,330.1,838.8,1.0 203.9,845.0,331.0,860.7,2.0 203.9,866.0,279.3,880.0,3.0 203.0,890.5,406.4,909.8,4.0 203.9,915.1,388.9,941.4,8.0 610.7,952.8,687.8,969.4,6.0 610.7,975.6,690.4,994.0,7.0 304.7,256.7,414.3,270.8,10.0 496.7,793.2,582.6,811.6,5.0
img_aug08.jpg 193.0,784.4,288.7,804.5,0.0 192.0,809.3,329.8,827.4,1.0 192.0,834.1,330.8,851.4,2.0 192.0,857.1,274.3,872.4,3.0 191.1,883.9,413.1,905.0,4.0 192.0,910.7,394.0,939.4,8.0 636.1,951.9,720.3,970.1,6.0 636.1,976.8,723.2,996.8,7.0 302.1,192.0,421.7,207.3,10.0 511.7,777.7,605.5,797.8,5.0
img_aug09.jpg 238.1,701.8,317.5,718.5,0.0 237.3,722.4,351.6,737.5,1.0 237.3,743.1,352.4,757.4,2.0 237.3,762.1,305.6,774.8,3.0 236.5,784.3,420.7,801.8,4.0 237.3,806.6,404.8,830.4,8.0 605.6,840.7,675.5,855.8,6.0 605.6,861.3,677.8,878.0,7.0 328.6,210.5,427.8,223.2,10.0 502.4,696.2,580.2,712.9,5.0
img_aug010.jpg 214.5,795.5,301.4,813.7,0.0 213.7,818.1,338.7,834.6,1.0 213.7,840.6,339.6,856.3,2.0 213.7,861.5,288.3,875.4,3.0 212.8,885.8,414.2,904.9,4.0 213.7,910.1,396.9,936.2,8.0 616.5,947.4,693.0,963.9,6.0 616.5,970.0,695.6,988.3,7.0 313.5,258.0,422.0,271.9,10.0 503.7,789.4,588.8,807.7,5.0
img_aug011.jpg 321.8,793.5,403.7,810.7,0.0 321.0,814.8,438.9,830.4,1.0 321.0,836.1,439.8,850.8,2.0 321.0,855.7,391.4,868.9,3.0 320.2,878.7,510.2,896.7,4.0 321.0,901.6,493.8,926.2,8.0 701.1,936.8,773.1,952.4,6.0 701.1,958.1,775.6,975.3,7.0 415.2,286.4,517.6,299.5,10.0 594.6,787.8,674.9,805.0,5.0
img_aug012.jpg 264.7,799.4,358.6,819.1,0.0 263.8,823.8,399.0,841.6,1.0 263.8,848.2,400.0,865.1,2.0 263.8,870.7,344.5,885.8,3.0 262.8,897.0,480.7,917.7,4.0 263.8,923.3,461.9,951.5,8.0 699.5,963.7,782.2,981.6,6.0 699.5,988.1,785.0,1007.9,7.0 371.8,218.0,489.2,233.1,10.0 577.5,792.8,669.5,812.5,5.0
img_aug013.jpg 272.8,739.4,360.9,757.9,0.0 271.9,762.3,398.8,779.1,1.0 271.9,785.2,399.7,801.1,2.0 271.9,806.4,347.7,820.5,3.0 271.1,831.0,475.5,850.4,4.0 271.9,855.7,457.9,882.2,8.0 680.8,893.6,758.4,910.4,6.0 680.8,916.5,761.0,935.0,7.0 373.3,193.9,483.4,208.0,10.0 566.3,733.2,652.6,751.7,5.0
img_aug014.jpg 352.3,780.8,426.3,796.3,0.0 351.6,800.0,458.2,814.1,1.0 351.6,819.2,458.9,832.6,2.0 351.6,837.0,415.2,848.8,3.0 350.9,857.7,522.5,874.0,4.0 351.6,878.4,507.7,900.6,8.0 695.0,910.3,760.1,924.3,6.0 695.0,929.5,762.3,945.0,7.0 436.7,322.7,529.2,334.5,10.0 598.8,775.6,671.3,791.1,5.0
img_aug015.jpg 235.7,836.9,333.0,857.4,0.0 234.7,862.2,374.8,880.7,1.0 234.7,887.5,375.8,905.0,2.0 234.7,910.9,318.4,926.4,3.0 233.7,938.1,459.4,959.5,4.0 234.7,965.3,440.0,994.5,8.0 686.1,1007.2,771.7,1025.7,6.0 686.1,1032.5,774.6,1052.9,7.0 346.6,234.7,468.2,250.3,10.0 559.6,830.1,655.0,850.5,5.0
